term,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,outcome,exposure,model,analysis
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
agegroup66-79,3.971888751159539e-6,287.4580032668982,0.9334373635888585,-13.323088731553339,1.6992903764824052e-40,6.374611933776585e-7,2.4748016687882342e-5,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
sex1,1.6021969800259612e-4,176.6410367673638,1.3413074632853481,-6.515258291835815,7.256468365814645e-11,1.156093411365452e-5,0.0022204392288443274,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
carstairs2,262415.48659065773,607.3029584313933,1.0237206435145498,12.188563777020729,3.576693121296417e-34,35285.54827586302,1951560.6520904324,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
carstairs3,1.3613703616311466,983.8686079349541,0.8200910714466358,0.37616774773940326,0.7067921910865611,0.27284343327771854,6.792647487474161,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
carstairs4,1.5012782464146683,955.1902594233873,0.821566078271739,0.4945638826197799,0.6209080021677714,0.3000149372195423,7.512413861942512,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
carstairs5,1.2529250608212228,887.6914453582427,0.7607014783828665,0.29641176299593774,0.7669156431787156,0.28210762432902764,5.564618155101513,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
asthma1,NA,0,0,NA,NA,NA,NA,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
copd1,NA,0,0,NA,NA,NA,NA,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
rheumatoid_arthritis1,4347635989.2368,92545.4687689672,3.3104197734007714,6.703952852714914,2.0285573778175133e-11,6613308.089271796,2858166962699.053,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
smokstatus1,0.1541188193271974,456.9700108457614,0.4119258062860576,-4.539728736227817,5.632664635240519e-6,0.06874225766121804,0.34553142824998745,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catnormal,32866.03693030281,405.06868578985956,1.3403822541527746,7.759126218794332,8.551651004176327e-15,2375.811037735736,454655.84861222346,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catoverweight,0.7943322590197125,461.0010079490096,1.152100483250886,-0.19985534801161484,0.8415937129643203,0.08304863351945205,7.597521006430192,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
bmi_catobese,1.452707088470883,526.465471253607,1.4128174117388295,0.2643149569765095,0.7915372359844366,0.09111412199315033,23.161699182616275,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
alc1,6898476.200970753,92545.6504815701,2.207151341858041,7.1344500968762405,9.717486167239564e-13,91205.81785236366,521775639.05400205,fract_composite,cumdose,adjusted_comorb_lifestyle,sens_no_asthma
patterncontinuous,0.2346842883477484,89348.01654468558,0.43525488155132375,-3.3302650547058867,8.676334986463144e-4,0.09999870792211546,0.550774268405407,fract_composite,pattern,adjusted_comorb_cumdose,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,pattern,adjusted_comorb_cumdose,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,pattern,adjusted_comorb_cumdose,sens_no_asthma
agegroup66-79,1.2160097431759295e-9,11959.81546249653,0.9992755868020834,-20.542572351484903,8.968448911237572e-94,1.7153475758608272e-10,8.620291982263313e-9,fract_composite,pattern,adjusted_comorb_cumdose,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,pattern,adjusted_comorb_cumdose,sens_no_asthma
sex1,3.640960665432149e-8,5638.0103281694355,1.0046007318899501,-17.049990741919757,3.495886626761171e-65,5.082744672507559e-9,2.6081566990623567e-7,fract_composite,pattern,adjusted_comorb_cumdose,sens_no_asthma
carstairs2,1101176482.761245,27871.939457452117,0.9931708821926117,20.962802422309142,1.4339137450227545e-97,157205718.63811967,7713393995.403898,fract_composite,pattern,adjusted_comorb_cumdose,sens_no_asthma
carstairs3,0.9498850618833402,40377.244683598146,0.3084516573478839,-0.16668508005570956,0.8676178456833115,0.5189392635539681,1.7387037253836206,fract_composite,pattern,adjusted_comorb_cumdose,sens_no_asthma
carstairs4,1.2178584719658925,38983.857792656105,0.3142199810194133,0.6272483526494379,0.5304964524896473,0.6578581946341278,2.2545576992682728,fract_composite,pattern,adjusted_comorb_cumdose,sens_no_asthma
carstairs5,1.236727294999655,38233.457272090774,0.3203982835925187,0.6631390467307408,0.5072415049579536,0.6600098735204601,2.317381093162919,fract_composite,pattern,adjusted_comorb_cumdose,sens_no_asthma
asthma1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern,adjusted_comorb_cumdose,sens_no_asthma
copd1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern,adjusted_comorb_cumdose,sens_no_asthma
rheumatoid_arthritis1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern,adjusted_comorb_cumdose,sens_no_asthma
cumdose_cont,0.999943455318232,2.835872932590749e-4,7.306223486175529e-5,-0.773946767241572,0.4389622716595411,0.9998002743183924,1.0000866568229658,fract_composite,pattern,adjusted_comorb_cumdose,sens_no_asthma
cumdaysmany,1.6317264875310098,64002.50269694482,0.8534202479464518,0.5737368550255726,0.5661458845479846,0.30634777567122456,8.691205034136566,fract_composite,cumdays,adjusted_comorb_cumdose,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,cumdays,adjusted_comorb_cumdose,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,cumdays,adjusted_comorb_cumdose,sens_no_asthma
agegroup66-79,1.7053684493498675e-9,9979.130578694161,0.9935768245218359,-20.320003599065313,8.557010448578112e-92,2.432675031225965e-10,1.1955076246136837e-8,fract_composite,cumdays,adjusted_comorb_cumdose,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,cumdays,adjusted_comorb_cumdose,sens_no_asthma
sex1,5.32193162495067e-8,4663.3626269918805,1.0046004412007061,-16.672145195441086,2.0895871124133997e-62,7.4293675519429625e-9,3.812297079479253e-7,fract_composite,cumdays,adjusted_comorb_cumdose,sens_no_asthma
carstairs2,734424065.6105516,22762.092285307004,0.9931708195638463,20.55497077005981,6.947208537692364e-94,104847568.94019765,5144408340.603296,fract_composite,cumdays,adjusted_comorb_cumdose,sens_no_asthma
carstairs3,0.9483283001346304,32988.92762713032,0.30845165433583105,-0.17200273616068343,0.8634353779138331,0.518088779719075,1.7358541625315311,fract_composite,cumdays,adjusted_comorb_cumdose,sens_no_asthma
carstairs4,1.177028215937132,31795.998951717094,0.3120553265773034,0.5223202005149595,0.6014474066823967,0.6385058761321711,2.169745765699688,fract_composite,cumdays,adjusted_comorb_cumdose,sens_no_asthma
carstairs5,1.2159362635481794,31348.822713378566,0.32039767411352316,0.6102240531738301,0.5417133983085797,0.6489150044851499,2.278420111713324,fract_composite,cumdays,adjusted_comorb_cumdose,sens_no_asthma
asthma1,NA,0,0,NA,NA,NA,NA,fract_composite,cumdays,adjusted_comorb_cumdose,sens_no_asthma
copd1,NA,0,0,NA,NA,NA,NA,fract_composite,cumdays,adjusted_comorb_cumdose,sens_no_asthma
rheumatoid_arthritis1,NA,0,0,NA,NA,NA,NA,fract_composite,cumdays,adjusted_comorb_cumdose,sens_no_asthma
cumdose_cont,0.999943455318232,2.8358729442294405e-4,7.30622339891532e-5,-0.7739467764850348,0.43896226619309653,0.9998002743201022,1.0000866568212554,fract_composite,cumdays,adjusted_comorb_cumdose,sens_no_asthma
pattern_rt_gapcontinuous,15874108.646495221,7439.372543528458,1.177758419738975,14.077759644961006,5.203334069826885e-45,1578263.6858657629,159661105.7945657,fract_composite,pattern_rt_gap,adjusted_comorb_cumdose,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_rt_gap,adjusted_comorb_cumdose,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_rt_gap,adjusted_comorb_cumdose,sens_no_asthma
agegroup66-79,2.1739465438580943e-9,9873.447042790835,0.9730725789107841,-20.498698729871656,2.2112771327576254e-93,3.2282560975106666e-10,1.4639617901432425e-8,fract_composite,pattern_rt_gap,adjusted_comorb_cumdose,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_rt_gap,adjusted_comorb_cumdose,sens_no_asthma
sex1,5.2444439785238255e-8,4577.922537430369,1.0132749276942294,-16.543892540284496,1.771933424709555e-61,7.197775030267452e-9,3.8212075993229357e-7,fract_composite,pattern_rt_gap,adjusted_comorb_cumdose,sens_no_asthma
carstairs2,788786782.7117118,23814.456600917176,1.0097511592042179,20.288173396166396,1.635599176786165e-91,109007876.551973,5707703041.844382,fract_composite,pattern_rt_gap,adjusted_comorb_cumdose,sens_no_asthma
carstairs3,0.9559178273636837,34092.44752808622,0.36591397225768196,-0.12320744132120073,0.9019428331452788,0.46660997977748714,1.9583355098994242,fract_composite,pattern_rt_gap,adjusted_comorb_cumdose,sens_no_asthma
carstairs4,1.1018650065777165,33395.38572153538,0.3610487084328739,0.26867345705206963,0.788180979169928,0.5430041803091448,2.2359063461155904,fract_composite,pattern_rt_gap,adjusted_comorb_cumdose,sens_no_asthma
carstairs5,1.1044837353271098,32401.74208852674,0.3601009622930222,0.2759726530930154,0.7825690705473108,0.545306695290633,2.237060964292692,fract_composite,pattern_rt_gap,adjusted_comorb_cumdose,sens_no_asthma
asthma1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_rt_gap,adjusted_comorb_cumdose,sens_no_asthma
copd1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_rt_gap,adjusted_comorb_cumdose,sens_no_asthma
rheumatoid_arthritis1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_rt_gap,adjusted_comorb_cumdose,sens_no_asthma
cumdose_cont,1.0000126456826588,2.8512494947332856e-4,7.964353049984037e-5,0.15877752559964517,0.8738441561398912,0.9998565574401894,1.0001687582921628,fract_composite,pattern_rt_gap,adjusted_comorb_cumdose,sens_no_asthma
pattern_laggedcontinuous,1.594033756898632e-7,6355.100724031413,1.2205798247535846,-12.823272657728227,1.2146342242697974e-37,1.4572634882201543e-8,1.7436404868935393e-6,fract_composite,pattern_lagged,adjusted_comorb_cumdose,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_lagged,adjusted_comorb_cumdose,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_lagged,adjusted_comorb_cumdose,sens_no_asthma
agegroup66-79,2.1366783411279643e-9,9925.623400670735,0.9877448578042681,-20.21171078046402,7.7224409319648e-91,3.082969302706455e-10,1.4808432667290954e-8,fract_composite,pattern_lagged,adjusted_comorb_cumdose,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_lagged,adjusted_comorb_cumdose,sens_no_asthma
sex1,6.472470106949482e-8,4882.844822214892,1.0221896236157932,-16.193788850288477,5.578528740592745e-59,8.729325106710128e-9,4.799096009513049e-7,fract_composite,pattern_lagged,adjusted_comorb_cumdose,sens_no_asthma
carstairs2,713897037.4274067,22123.82627466043,0.9974159707106077,20.43906444579725,7.516623284179498e-93,101072629.91329844,5042403472.481248,fract_composite,pattern_lagged,adjusted_comorb_cumdose,sens_no_asthma
carstairs3,1.2404402029011004,32739.180700321816,0.3771965252658012,0.5712309221467173,0.5678431198631856,0.592250681257714,2.598041582165392,fract_composite,pattern_lagged,adjusted_comorb_cumdose,sens_no_asthma
carstairs4,1.4481777979087702,31546.301290247684,0.3609324698799742,1.0259705234050909,0.3049054784162008,0.7138313373265168,2.9379754357808427,fract_composite,pattern_lagged,adjusted_comorb_cumdose,sens_no_asthma
carstairs5,1.427251222097918,32406.516256942687,0.3833009434979567,0.9281228709637784,0.3533438371365573,0.6733394639812694,3.0252883722803245,fract_composite,pattern_lagged,adjusted_comorb_cumdose,sens_no_asthma
asthma1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_lagged,adjusted_comorb_cumdose,sens_no_asthma
copd1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_lagged,adjusted_comorb_cumdose,sens_no_asthma
rheumatoid_arthritis1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_lagged,adjusted_comorb_cumdose,sens_no_asthma
cumdose_cont,0.999977205144419,2.861560856036211e-4,7.660809240543188e-5,-0.2975549275783838,0.7660428796133671,0.9998270707365625,1.0001273620965145,fract_composite,pattern_lagged,adjusted_comorb_cumdose,sens_no_asthma
pattern_ittcontinuous,1.594033756898632e-7,6355.100724031413,1.2205798247535846,-12.823272657728227,1.2146342242697974e-37,1.4572634882201543e-8,1.7436404868935393e-6,fract_composite,pattern_itt,adjusted_comorb_cumdose,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_itt,adjusted_comorb_cumdose,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_itt,adjusted_comorb_cumdose,sens_no_asthma
agegroup66-79,2.1366783411279643e-9,9925.623400670735,0.9877448578042681,-20.21171078046402,7.7224409319648e-91,3.082969302706455e-10,1.4808432667290954e-8,fract_composite,pattern_itt,adjusted_comorb_cumdose,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_itt,adjusted_comorb_cumdose,sens_no_asthma
sex1,6.472470106949482e-8,4882.844822214892,1.0221896236157932,-16.193788850288477,5.578528740592745e-59,8.729325106710128e-9,4.799096009513049e-7,fract_composite,pattern_itt,adjusted_comorb_cumdose,sens_no_asthma
carstairs2,713897037.4274067,22123.82627466043,0.9974159707106077,20.43906444579725,7.516623284179498e-93,101072629.91329844,5042403472.481248,fract_composite,pattern_itt,adjusted_comorb_cumdose,sens_no_asthma
carstairs3,1.2404402029011004,32739.180700321816,0.3771965252658012,0.5712309221467173,0.5678431198631856,0.592250681257714,2.598041582165392,fract_composite,pattern_itt,adjusted_comorb_cumdose,sens_no_asthma
carstairs4,1.4481777979087702,31546.301290247684,0.3609324698799742,1.0259705234050909,0.3049054784162008,0.7138313373265168,2.9379754357808427,fract_composite,pattern_itt,adjusted_comorb_cumdose,sens_no_asthma
carstairs5,1.427251222097918,32406.516256942687,0.3833009434979567,0.9281228709637784,0.3533438371365573,0.6733394639812694,3.0252883722803245,fract_composite,pattern_itt,adjusted_comorb_cumdose,sens_no_asthma
asthma1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_itt,adjusted_comorb_cumdose,sens_no_asthma
copd1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_itt,adjusted_comorb_cumdose,sens_no_asthma
rheumatoid_arthritis1,NA,0,0,NA,NA,NA,NA,fract_composite,pattern_itt,adjusted_comorb_cumdose,sens_no_asthma
cumdose_cont,0.999977205144419,2.861560856036211e-4,7.660809240543188e-5,-0.2975549275783838,0.7660428796133671,0.9998270707365625,1.0001273620965145,fract_composite,pattern_itt,adjusted_comorb_cumdose,sens_no_asthma
cumdose900 to 1500 mg,6188489.254336983,154452.1280683001,1.3849570543615846,11.291470376875457,1.4459722789393963e-29,409927.50496384443,93424809.96590394,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
cumdose>1500 mg,2.499442221475483,79271.62222412457,0.853420555396446,1.0734069970294389,0.28308854649607806,0.46925640382505984,13.313001948553646,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
agegroup40-49,NA,0,0,NA,NA,NA,NA,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
agegroup50-65,NA,0,0,NA,NA,NA,NA,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
agegroup66-79,1.6884636092977174e-9,10028.961395371465,0.993576759705021,-20.330031505991656,6.97576836068479e-92,2.4085609106039063e-10,1.1836567418209312e-8,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
agegroup80+,NA,0,0,NA,NA,NA,NA,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
sex1,5.313763689994725e-8,4666.7151979061455,1.0045937188281655,-16.67378568369883,2.033009061695741e-62,7.418062926788646e-9,3.806395932708816e-7,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
carstairs2,741430162.5509132,22858.960274235218,0.9931138228198687,20.565710658518896,5.567823629885356e-94,105859595.76579456,5192903694.403669,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
carstairs3,0.9563396662300464,33061.939353957205,0.3082425586886996,-0.14482792324564417,0.8848467350912892,0.5226796935517912,1.7498012042328794,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
carstairs4,1.1730807500713105,31958.97991684648,0.3117704596720343,0.5120222362001818,0.6086354472474401,0.6367198828602716,2.1612619351638154,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
carstairs5,1.2176585282923809,31476.150406431727,0.3202161103302025,0.6149902181318371,0.5385611804277879,0.650065424568459,2.280835490531497,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
asthma1,NA,0,0,NA,NA,NA,NA,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
copd1,NA,0,0,NA,NA,NA,NA,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
rheumatoid_arthritis1,NA,0,0,NA,NA,NA,NA,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
cumdose_cont,0.999943455318232,2.835872944082622e-4,7.30622340006998e-5,-0.7739467763627248,0.43896226626542884,0.9998002743200796,1.000086656821278,fract_composite,cumdose,adjusted_comorb_cumdose,sens_no_asthma
patterncontinuous,1.0821361304819724e-7,9611.182181463882,0.5023718379629363,-31.926866620809886,1.1318480704329554e-223,4.042613424176074e-8,2.8966870734942014e-7,fract_composite,pattern,crude,sens_all_ages
cumdaysmany,0.12538208550791946,1.1575158803366394,1.188473342937931,-1.7471065145173958,0.08061886359160336,0.012206893223068026,1.2878516326010807,fract_composite,cumdays,crude,sens_all_ages
pattern_rt_gapcontinuous,108320067.38688624,8674.980731166102,0.5012037567550984,36.9123350331895,2.9301370254814155e-298,40558651.80127601,289290607.00016755,fract_composite,pattern_rt_gap,crude,sens_all_ages
pattern_laggedcontinuous,2.5680626392992212e-8,8743.307674734424,0.8550405233407677,-20.440585550126222,7.285979120458558e-93,4.806111031370264e-9,1.3722000337316814e-7,fract_composite,pattern_lagged,crude,sens_all_ages
pattern_ittcontinuous,2.3146301290620523,1.0000026539974545,1.0010471620347932,0.8383719919888565,0.4018218144836118,0.32537839516367656,16.465483615366647,fract_composite,pattern_itt,crude,sens_all_ages
